date,district,crop_type,price,rainfall,temperature,humidity
2022-11-28,Pune,Cotton,2217.08,0.68,18.56,56.6
2022-11-29,Aurangabad,Cotton,1528.96,0.14,18.67,62.62
2022-11-29,Pune,Wheat,1115.58,0.06,17.78,67.47
2022-11-29,Nagpur,Maize,2236.86,0.05,19.23,69.78
2022-11-29,Kolhapur,Soybean,1538.49,3.77,17.72,67.05
2022-11-29,Aurangabad,Maize,1370.96,2.59,20.16,62.84
2022-11-29,Pune,Maize,1574.66,0.02,18.65,60.73
2022-11-29,Kolhapur,Rice,1592.81,1.27,18.04,70.43
2022-11-29,Aurangabad,Rice,1883.26,0.68,19.52,61.53
2022-11-29,Nagpur,Cotton,1761.11,0.73,13.28,56.68
2022-11-29,Pune,Soybean,1361.23,,16.01,63.71
2022-11-29,Aurangabad,Wheat,1344.79,0.45,16.22,65.34
2022-11-29,Nashik,Wheat,2035.77,0.77,15.08,65.44
2022-11-29,Nashik,Cotton,1311.99,0.75,17.64,61.55
2022-11-29,Kolhapur,Cotton,1738.39,3.5,17.81,66.02
2022-11-29,Aurangabad,Soybean,1591.93,0.13,16.89,58.01
2022-11-29,Nashik,Rice,1830.78,0.18,20.5,60.98
2022-11-29,Kolhapur,Wheat,2144.49,0.36,17.65,58.8
2022-11-29,Pune,Rice,1523.19,0.52,19.26,60.27
2022-11-29,Nagpur,Rice,1662.15,0.24,20.26,61.2
2022-11-29,Kolhapur,Maize,2155.93,0.39,14.76,61.42
2022-11-29,Pune,Cotton,2265.52,2.55,16.26,58.12
2022-11-29,Nashik,Soybean,1712.09,2.04,19.12,60.23
2022-11-29,Nagpur,Soybean,2014.3,2.92,19.98,66.73
2022-11-29,Nagpur,Wheat,1196.85,0.43,14.32,56.41
2022-11-29,Nashik,Maize,1432.86,0.66,18.06,63.79
2022-11-30,Kolhapur,Wheat,2226.11,1.45,22.05,64.05
2022-11-30,Kolhapur,Cotton,1735.42,0.3,21.73,61.48
2022-11-30,Kolhapur,Maize,2414.06,2.06,16.44,64.1
2022-11-30,Nagpur,Wheat,1220.73,2.51,18.1,60.57
2022-11-30,Nashik,Maize,1322.19,2.53,18.69,67.55
2022-11-30,Kolhapur,Rice,1559.46,1.82,19.0,59.84
2022-11-30,Nashik,Cotton,1336.32,0.47,20.84,59.31
2022-11-30,Aurangabad,Rice,1781.3,2.29,,70.85
2022-11-30,Aurangabad,Maize,1269.46,1.88,18.57,71.39
2022-11-30,Nashik,Soybean,1701.84,0.34,17.16,60.48
2022-11-30,Nashik,Wheat,2016.02,0.79,13.57,
2022-11-30,Aurangabad,Cotton,1513.57,1.08,19.54,57.45
2022-11-30,Aurangabad,Wheat,1386.4,0.06,18.84,58.85
2022-11-30,Pune,Rice,1489.03,2.53,16.72,62.61
2022-11-30,Pune,Maize,1586.11,0.02,13.18,57.26
2022-11-30,Pune,Cotton,2292.91,0.65,14.59,58.75
2022-11-30,Nagpur,Cotton,1924.08,1.15,20.01,61.14
2022-11-30,Nagpur,Rice,1548.55,1.27,19.1,65.09
2022-11-30,Nagpur,Soybean,2043.38,0.09,19.89,53.99
2022-11-30,Nashik,Rice,1805.22,1.39,15.21,65.07
2022-11-30,Pune,Soybean,1445.86,1.52,17.32,
2022-11-30,Nagpur,Maize,2143.19,0.56,19.95,62.1
2022-11-30,Kolhapur,Soybean,1510.8,1.06,19.14,52.98
2022-11-30,Pune,Wheat,1084.16,0.33,16.22,62.04
2022-11-30,Aurangabad,Soybean,1707.08,1.88,15.97,65.08
2022-12-01,Nashik,Wheat,1954.21,0.34,19.21,57.74
2022-12-01,Kolhapur,Rice,1683.58,1.61,16.95,57.45
2022-12-01,Aurangabad,Soybean,1571.42,,18.63,56.92
2022-12-01,Nashik,Rice,1911.93,1.12,15.0,58.47
2022-12-01,Kolhapur,Soybean,1493.83,1.16,17.61,60.63
2022-12-01,Pune,Wheat,1149.89,0.3,19.47,58.68
2022-12-01,Nashik,Soybean,1699.37,0.7,19.12,59.32
2022-12-01,Aurangabad,Cotton,1440.85,1.01,17.2,61.78
2022-12-01,Nagpur,Cotton,1746.68,0.55,19.24,57.27
2022-12-01,Aurangabad,Rice,1903.4,0.65,17.44,54.66
2022-12-01,Aurangabad,Maize,1225.83,,17.43,57.52
2022-12-01,Aurangabad,Wheat,1426.83,0.14,17.42,
2022-12-01,Nagpur,Soybean,2135.31,0.26,16.34,60.38
2022-12-01,Pune,Maize,1592.95,0.73,18.29,61.22
2022-12-01,Nagpur,Wheat,1270.08,0.07,17.47,51.36
2022-12-01,Pune,Rice,1509.51,1.05,18.32,63.04
2022-12-01,Kolhapur,Cotton,1660.46,0.87,21.1,47.68
2022-12-01,Nashik,Cotton,1373.21,0.64,15.71,58.46
2022-12-01,Kolhapur,Maize,2272.5,0.52,16.09,67.08
2022-12-01,Pune,Cotton,2459.13,0.01,15.66,59.34
2022-12-01,Nashik,Maize,1485.94,0.08,19.7,68.35
2022-12-01,Nagpur,Rice,1680.57,1.7,13.23,57.1
2022-12-01,Pune,Soybean,1364.1,0.76,17.37,57.33
2022-12-01,Nagpur,Maize,2198.4,1.93,17.27,
2022-12-01,Kolhapur,Wheat,2150.03,0.13,15.91,61.1
2022-12-02,Nashik,Wheat,1934.99,0.29,18.91,63.36
2022-12-02,Nagpur,Maize,2202.2,3.08,19.98,57.24
2022-12-02,Nashik,Cotton,1265.1,0.39,19.23,55.8
2022-12-02,Nashik,Rice,1705.82,0.01,14.85,50.71
2022-12-02,Kolhapur,Soybean,1546.76,0.71,17.24,59.84
2022-12-02,Aurangabad,Cotton,1460.13,2.72,12.31,59.54
2022-12-02,Pune,Wheat,1098.12,0.28,17.17,60.22
2022-12-02,Pune,Soybean,1404.02,0.98,15.57,64.3
2022-12-02,Aurangabad,Soybean,1680.43,1.42,18.24,64.24
2022-12-02,Nagpur,Rice,1731.84,0.5,19.35,61.19
2022-12-02,Pune,Cotton,2398.74,0.58,15.96,60.42
2022-12-02,Nagpur,Cotton,1858.06,1.04,18.28,62.93
2022-12-02,Pune,Maize,1618.73,1.19,18.99,
2022-12-02,Nagpur,Soybean,2192.43,0.84,14.86,60.55
2022-12-02,Pune,Rice,1472.79,0.09,16.02,
2022-12-02,Kolhapur,Cotton,1823.67,0.62,21.38,66.36
2022-12-02,Nashik,Maize,1452.11,3.15,15.23,56.65
2022-12-02,Kolhapur,Maize,2346.42,0.47,17.61,66.67
2022-12-02,Nagpur,Wheat,1201.92,3.69,18.63,65.13
2022-12-02,Aurangabad,Wheat,1217.08,0.94,16.79,61.24
2022-12-02,Kolhapur,Rice,,0.3,18.3,58.81
2022-12-02,Aurangabad,Rice,1746.29,0.17,20.07,57.33
2022-12-02,Nashik,Soybean,1794.45,0.23,15.34,68.77
2022-12-02,Kolhapur,Wheat,2158.29,0.41,,56.61
2022-12-02,Aurangabad,Maize,1300.89,0.27,19.1,58.47
2022-12-03,Pune,Wheat,1106.02,2.37,15.76,55.64
2022-12-03,Nashik,Rice,1780.72,0.06,15.61,65.0
2022-12-03,Nashik,Soybean,,0.35,15.61,64.56
2022-12-03,Aurangabad,Wheat,1382.56,0.69,16.36,59.65
2022-12-03,Kolhapur,Maize,2209.44,1.03,18.97,62.47
2022-12-03,Nagpur,Soybean,2065.57,0.21,16.85,49.23
2022-12-03,Kolhapur,Cotton,1800.62,,18.21,64.83
2022-12-03,Nagpur,Rice,1517.95,0.12,17.57,
2022-12-03,Pune,Soybean,1480.37,4.43,13.99,56.11
2022-12-03,Nashik,Wheat,1968.86,0.0,19.55,
2022-12-03,Aurangabad,Rice,1829.86,0.09,15.6,61.09
2022-12-03,Pune,Maize,1644.97,2.85,14.75,63.52
2022-12-03,Nagpur,Cotton,1796.16,0.96,18.42,65.57
2022-12-03,Kolhapur,Soybean,1601.83,1.74,18.07,64.2
2022-12-03,Kolhapur,Rice,1723.2,0.54,14.4,64.68
2022-12-03,Nashik,Maize,1514.44,0.24,16.87,64.88
2022-12-03,Nagpur,Maize,2156.97,0.29,18.1,57.35
2022-12-03,Aurangabad,Maize,1287.96,0.28,19.97,59.13
2022-12-03,Aurangabad,Cotton,1445.59,0.32,15.31,58.56
2022-12-03,Pune,Rice,1547.38,2.95,19.1,65.6
2022-12-03,Aurangabad,Soybean,1509.07,0.96,18.58,66.78
2022-12-03,Pune,Cotton,2348.57,1.72,18.46,56.95
2022-12-03,Nashik,Cotton,1454.37,0.13,,60.0
2022-12-03,Kolhapur,Wheat,2160.53,0.08,17.89,54.39
2022-12-03,Nagpur,Wheat,1106.09,1.88,16.93,64.9
2022-12-04,Kolhapur,Wheat,2301.3,0.68,14.14,59.72
2022-12-04,Nashik,Soybean,1804.71,1.16,19.25,56.63
2022-12-04,Kolhapur,Rice,1564.05,0.6,20.02,63.8
2022-12-04,Pune,Wheat,1220.71,0.29,16.72,63.25
2022-12-04,Aurangabad,Rice,1900.11,1.79,17.09,66.12
2022-12-04,Kolhapur,Cotton,1707.48,0.76,16.94,70.95
2022-12-04,Nashik,Cotton,1243.13,0.36,17.73,59.48
2022-12-04,Aurangabad,Cotton,1502.34,1.45,19.51,62.29
2022-12-04,Kolhapur,Maize,2356.6,2.53,16.69,52.19
2022-12-04,Nashik,Maize,1477.93,3.51,19.89,61.54
2022-12-04,Nagpur,Cotton,1799.73,1.68,17.39,59.15
2022-12-04,Nagpur,Soybean,2099.82,0.49,16.79,64.12
2022-12-04,Pune,Rice,1495.8,0.3,19.67,52.1
2022-12-04,Nagpur,Rice,1688.48,0.45,14.71,61.82
2022-12-04,Aurangabad,Soybean,1781.19,1.6,14.74,61.18
2022-12-04,Pune,Cotton,2334.63,1.51,19.67,60.11
2022-12-04,Pune,Soybean,,0.58,17.8,57.0
2022-12-04,Aurangabad,Wheat,1319.22,0.18,16.2,64.17
2022-12-04,Nashik,Rice,1720.65,1.04,19.57,56.15
2022-12-04,Kolhapur,Soybean,1692.88,1.79,18.44,65.03
2022-12-04,Nashik,Wheat,1940.79,0.51,17.1,57.27
2022-12-04,Nagpur,Wheat,1146.44,0.23,15.32,49.97
2022-12-04,Aurangabad,Maize,1368.61,3.37,17.04,65.26
2022-12-04,Pune,Maize,1608.33,0.2,16.74,59.32
2022-12-04,Nagpur,Maize,1995.1,,20.08,60.1
2022-12-05,Nashik,Rice,1720.19,0.48,18.44,54.85
2022-12-05,Kolhapur,Wheat,2141.76,1.21,17.2,62.09
2022-12-05,Kolhapur,Maize,,0.71,12.33,53.32
2022-12-05,Aurangabad,Cotton,1565.4,2.55,20.73,64.29
2022-12-05,Pune,Maize,1689.75,0.11,20.31,52.44
2022-12-05,Nashik,Maize,1555.18,0.78,,65.46
2022-12-05,Nagpur,Cotton,1658.98,0.54,15.4,61.81
2022-12-05,Nagpur,Soybean,2055.93,0.19,21.44,55.75
2022-12-05,Pune,Rice,1453.77,0.41,18.43,53.65
2022-12-05,Nagpur,Rice,1689.47,0.06,16.5,65.84
2022-12-05,Aurangabad,Soybean,1724.56,0.17,15.1,55.54
2022-12-05,Pune,Cotton,2423.74,0.72,14.37,51.79
2022-12-05,Aurangabad,Maize,1362.22,0.33,16.98,69.11
2022-12-05,Kolhapur,Soybean,1598.13,0.17,17.56,56.28
2022-12-05,Pune,Soybean,1457.94,0.07,,52.93
2022-12-05,Pune,Wheat,1195.64,0.32,18.15,64.67
2022-12-05,Kolhapur,Cotton,1743.76,2.45,17.89,59.58
2022-12-05,Aurangabad,Rice,1696.77,2.78,18.97,68.64
2022-12-05,Aurangabad,Wheat,1310.16,0.01,15.03,67.98
2022-12-05,Kolhapur,Rice,1734.15,0.49,19.58,57.52
2022-12-05,Nashik,Soybean,1626.31,0.56,17.18,50.72
2022-12-05,Nashik,Cotton,1324.51,1.11,17.6,67.57
2022-12-05,Nagpur,Maize,2231.36,0.84,20.32,66.03
2022-12-05,Nagpur,Wheat,1062.75,1.22,17.09,65.65
2022-12-05,Nashik,Wheat,1977.64,0.66,18.66,69.13
2022-12-06,Nashik,Cotton,1424.58,0.05,17.81,55.61
2022-12-06,Nagpur,Soybean,2086.52,0.82,17.18,66.23
2022-12-06,Aurangabad,Soybean,1597.92,0.47,16.16,59.32
2022-12-06,Aurangabad,Maize,1322.58,0.55,14.5,65.83
2022-12-06,Pune,Maize,1831.31,0.05,18.6,59.35
2022-12-06,Nashik,Maize,1546.15,1.06,20.01,70.02
2022-12-06,Pune,Cotton,2332.16,0.29,17.98,61.79
2022-12-06,Nagpur,Wheat,1152.47,0.1,21.02,54.89
2022-12-06,Nagpur,Cotton,1882.41,,16.79,
2022-12-06,Kolhapur,Soybean,1739.53,1.46,15.08,67.61
2022-12-06,Nagpur,Maize,2155.09,0.26,17.32,60.91
2022-12-06,Pune,Rice,,0.51,16.54,
2022-12-06,Aurangabad,Rice,1801.69,0.53,15.79,68.13
2022-12-06,Kolhapur,Rice,1685.48,0.37,17.08,58.3
2022-12-06,Nagpur,Rice,1627.12,,22.06,60.9
2022-12-06,Nashik,Soybean,1833.82,0.99,16.79,58.99
2022-12-06,Nashik,Rice,1820.19,0.16,16.19,59.91
2022-12-06,Kolhapur,Maize,2247.06,1.28,19.8,65.87
2022-12-06,Pune,Wheat,1242.09,1.42,16.15,58.88
2022-12-06,Pune,Soybean,,3.15,19.2,61.46
2022-12-06,Aurangabad,Wheat,1332.49,0.19,14.69,64.43
2022-12-06,Kolhapur,Wheat,2232.0,0.48,14.16,60.45
2022-12-06,Aurangabad,Cotton,1447.33,0.61,19.95,67.63
2022-12-06,Kolhapur,Cotton,1796.28,2.26,18.21,52.6
2022-12-06,Nashik,Wheat,1992.61,1.36,16.0,64.33
2022-12-07,Nashik,Maize,1541.62,0.38,17.65,60.44
2022-12-07,Aurangabad,Soybean,1534.72,0.24,16.57,59.15
2022-12-07,Nagpur,Maize,2251.66,0.16,15.89,58.67
2022-12-07,Pune,Cotton,2441.41,0.63,14.89,46.22
2022-12-07,Pune,Wheat,1074.64,0.6,,58.13
2022-12-07,Pune,Soybean,1443.54,1.58,19.3,58.89
2022-12-07,Nagpur,Wheat,1197.03,0.17,15.79,57.56
2022-12-07,Nashik,Rice,1934.66,0.05,17.22,61.55
2022-12-07,Kolhapur,Wheat,2127.69,0.95,17.1,60.13
2022-12-07,Aurangabad,Maize,1247.41,1.4,20.04,58.59
2022-12-07,Nagpur,Cotton,1864.5,0.03,17.32,58.45
2022-12-07,Pune,Rice,1603.74,0.05,16.83,57.49
2022-12-07,Nashik,Soybean,1850.16,1.73,15.4,55.7
2022-12-07,Kolhapur,Soybean,1576.64,0.84,18.89,55.4
2022-12-07,Kolhapur,Cotton,,0.13,18.02,59.2
2022-12-07,Kolhapur,Rice,1688.77,1.4,15.48,53.84
2022-12-07,Pune,Maize,1584.53,0.57,18.13,58.24
2022-12-07,Nashik,Wheat,1922.73,0.07,18.2,51.65
2022-12-07,Kolhapur,Maize,2139.53,0.61,15.45,57.34
2022-12-07,Aurangabad,Cotton,1509.36,0.54,,66.09
2022-12-07,Nagpur,Rice,1764.39,1.19,13.21,63.24
2022-12-07,Aurangabad,Wheat,1362.65,1.38,18.55,61.44
2022-12-07,Nagpur,Soybean,2220.61,0.94,16.69,55.83
2022-12-07,Nashik,Cotton,1422.9,0.48,15.36,57.95
2022-12-07,Aurangabad,Rice,1871.14,0.14,17.93,56.33
2022-12-08,Aurangabad,Rice,1871.51,1.88,18.81,55.9
2022-12-08,Kolhapur,Wheat,2218.85,0.84,13.96,59.52
2022-12-08,Pune,Wheat,1210.64,1.5,17.69,62.53
2022-12-08,Nagpur,Cotton,1815.89,,16.7,58.83
2022-12-08,Pune,Rice,1645.79,0.69,,64.2
2022-12-08,Nagpur,Wheat,1231.9,,16.58,60.4
2022-12-08,Nagpur,Rice,1782.39,0.31,17.34,68.53
2022-12-08,Aurangabad,Cotton,1542.82,0.46,16.55,65.08
2022-12-08,Nashik,Cotton,1147.09,0.04,19.12,66.46
2022-12-08,Aurangabad,Soybean,1603.2,0.62,17.89,58.85
2022-12-08,Aurangabad,Maize,1276.21,1.73,19.13,53.48
2022-12-08,Nashik,Soybean,1775.85,0.42,18.81,51.69
2022-12-08,Pune,Maize,1685.2,0.98,19.19,63.96
2022-12-08,Nashik,Maize,1534.11,0.95,16.36,57.03
2022-12-08,Nashik,Rice,1840.63,0.17,20.01,57.48
2022-12-08,Nagpur,Soybean,2117.3,0.25,13.21,65.85
2022-12-08,Kolhapur,Rice,1694.36,0.01,18.79,60.7
2022-12-08,Nashik,Wheat,2048.31,2.58,16.24,61.42
2022-12-08,Pune,Soybean,1334.57,0.51,15.61,58.42
2022-12-08,Nagpur,Maize,2136.01,0.56,17.61,63.81
2022-12-08,Kolhapur,Maize,2363.07,0.25,15.52,65.41
2022-12-08,Aurangabad,Wheat,1324.41,0.1,16.49,54.75
2022-12-08,Pune,Cotton,2368.7,0.83,18.46,59.22
2022-12-08,Kolhapur,Soybean,1706.56,1.44,18.49,65.46
2022-12-08,Kolhapur,Cotton,1619.54,0.42,15.78,62.62
2022-12-09,Kolhapur,Soybean,,2.51,16.51,64.98
2022-12-09,Nagpur,Maize,2129.87,0.07,19.15,67.44
2022-12-09,Nagpur,Rice,,1.05,15.95,64.77
2022-12-09,Aurangabad,Soybean,1669.73,0.19,15.36,56.23
2022-12-09,Pune,Wheat,1379.22,0.07,17.66,57.87
2022-12-09,Pune,Maize,1659.53,1.84,20.78,65.87
2022-12-09,Nagpur,Wheat,1111.67,0.51,15.34,58.44
2022-12-09,Nagpur,Cotton,,3.02,,65.61
2022-12-09,Aurangabad,Rice,,0.42,14.0,59.46
2022-12-09,Kolhapur,Maize,2266.49,,18.46,64.23
2022-12-09,Aurangabad,Wheat,1378.94,0.51,17.53,60.61
2022-12-09,Aurangabad,Maize,1329.54,0.53,16.06,65.06
2022-12-09,Nashik,Rice,1835.38,3.16,20.99,59.83
2022-12-09,Nagpur,Soybean,2039.14,0.34,18.49,62.76
2022-12-09,Kolhapur,Rice,1671.67,0.35,,66.69
2022-12-09,Nashik,Maize,1522.12,1.24,18.56,54.21
2022-12-09,Nashik,Soybean,1938.03,0.84,20.9,63.86
2022-12-09,Nashik,Wheat,1971.53,0.31,15.54,57.65
2022-12-09,Aurangabad,Cotton,1644.25,,18.65,65.46
2022-12-09,Pune,Cotton,2492.61,8.96,15.93,71.76
2022-12-09,Pune,Soybean,1305.65,,17.6,67.31
2022-12-09,Kolhapur,Cotton,1765.54,1.4,15.67,58.91
2022-12-09,Pune,Rice,1478.22,0.13,16.47,68.6
2022-12-09,Kolhapur,Wheat,2237.87,0.35,17.93,67.46
2022-12-09,Nashik,Cotton,1368.41,0.44,17.32,57.76
2022-12-10,Aurangabad,Maize,1416.7,0.5,19.07,61.41
2022-12-10,Nashik,Soybean,1840.52,1.5,18.36,61.15
2022-12-10,Aurangabad,Wheat,1295.78,,15.4,59.83
2022-12-10,Aurangabad,Soybean,1737.39,1.69,16.96,64.11
2022-12-10,Pune,Maize,1744.27,1.15,17.18,58.37
2022-12-10,Pune,Cotton,2316.93,1.03,15.04,55.53
2022-12-10,Aurangabad,Rice,1791.31,0.67,14.67,66.48
2022-12-10,Nashik,Cotton,1380.97,0.09,14.74,56.46
2022-12-10,Nashik,Rice,1763.8,1.3,17.66,59.09
2022-12-10,Kolhapur,Soybean,1589.69,0.41,18.19,51.24
2022-12-10,Kolhapur,Cotton,1698.65,1.15,,
2022-12-10,Nashik,Maize,1413.72,0.01,16.83,48.74
2022-12-10,Pune,Rice,1525.03,0.51,19.24,48.84
2022-12-10,Nashik,Wheat,1937.15,0.46,17.6,59.31
2022-12-10,Kolhapur,Wheat,2284.25,0.67,14.62,
2022-12-10,Pune,Soybean,1405.77,0.42,14.29,60.79
2022-12-10,Aurangabad,Cotton,1422.21,0.94,18.34,58.31
2022-12-10,Nagpur,Soybean,2015.93,1.34,16.66,71.38
2022-12-10,Nagpur,Rice,1711.25,0.06,18.33,60.41
2022-12-10,Nagpur,Wheat,1283.03,1.69,16.96,56.21
2022-12-10,Kolhapur,Rice,1676.4,0.15,15.13,57.21
2022-12-10,Kolhapur,Maize,2379.74,0.15,16.11,59.19
2022-12-10,Nagpur,Cotton,1840.75,0.53,17.82,65.78
2022-12-10,Nagpur,Maize,2203.02,2.25,14.13,63.36
2022-12-10,Pune,Wheat,1186.72,0.67,16.13,60.2
2022-12-11,Kolhapur,Soybean,1560.41,0.85,20.92,55.37
2022-12-11,Kolhapur,Maize,2260.88,0.02,17.16,55.89
2022-12-11,Nashik,Wheat,1979.74,0.05,17.47,62.62
2022-12-11,Nashik,Cotton,1398.8,0.41,19.5,62.57
2022-12-11,Aurangabad,Maize,,0.44,12.41,
2022-12-11,Aurangabad,Soybean,1485.05,1.61,18.68,59.89
2022-12-11,Nagpur,Wheat,1207.4,2.8,15.37,58.86
2022-12-11,Pune,Rice,1585.3,0.43,17.79,65.98
2022-12-11,Aurangabad,Cotton,1381.42,,12.14,65.15
2022-12-11,Pune,Maize,1680.1,0.23,16.3,56.24
2022-12-11,Kolhapur,Cotton,1833.67,1.0,19.25,57.5
2022-12-11,Kolhapur,Rice,1663.25,0.14,17.01,63.29
2022-12-11,Nagpur,Maize,2322.9,0.41,16.12,61.28
2022-12-11,Pune,Cotton,2385.63,1.19,18.71,64.53
2022-12-11,Nashik,Rice,1839.68,0.75,11.79,67.68
2022-12-11,Kolhapur,Wheat,2170.12,0.07,17.09,61.07
2022-12-11,Nagpur,Rice,1820.19,0.03,19.24,57.93
2022-12-11,Nagpur,Cotton,1707.07,2.98,17.17,64.85
2022-12-11,Aurangabad,Rice,1914.52,4.99,16.84,63.8
2022-12-11,Pune,Soybean,1342.52,0.47,17.45,64.37
2022-12-11,Aurangabad,Wheat,1466.55,0.8,18.27,64.76
2022-12-11,Nashik,Maize,1560.01,0.03,18.81,67.29
2022-12-11,Nagpur,Soybean,2111.57,0.09,18.91,63.91
2022-12-11,Nashik,Soybean,1787.13,1.26,16.21,66.62
2022-12-11,Pune,Wheat,1285.84,0.03,16.17,70.53
2022-12-12,Aurangabad,Maize,1360.88,0.49,16.13,53.67
2022-12-12,Nagpur,Cotton,1736.6,2.0,18.17,63.34
2022-12-12,Pune,Wheat,1288.53,0.06,17.55,58.82
2022-12-12,Aurangabad,Soybean,1753.68,0.46,16.89,62.32
2022-12-12,Nagpur,Maize,2266.29,0.41,18.45,
2022-12-12,Kolhapur,Maize,2286.34,0.8,17.75,59.8
2022-12-12,Kolhapur,Cotton,1743.94,5.08,19.45,63.56
2022-12-12,Nagpur,Wheat,,2.86,16.5,61.67
2022-12-12,Kolhapur,Rice,1712.17,0.32,20.12,57.35
2022-12-12,Nagpur,Soybean,2251.21,0.6,20.02,60.12
2022-12-12,Nashik,Maize,1590.8,4.3,16.13,71.02
2022-12-12,Kolhapur,Wheat,2115.13,0.62,13.84,59.39
2022-12-12,Aurangabad,Cotton,1469.63,0.6,17.18,66.45
2022-12-12,Pune,Rice,1530.08,1.48,16.42,64.43
2022-12-12,Pune,Soybean,1481.49,0.94,19.87,68.88
2022-12-12,Nashik,Wheat,2030.63,1.06,18.91,62.31
2022-12-12,Nagpur,Rice,1654.71,0.52,17.6,66.9
2022-12-12,Pune,Maize,1609.13,0.62,19.07,52.09
2022-12-12,Kolhapur,Soybean,1601.17,1.55,,65.76
2022-12-12,Aurangabad,Rice,1770.2,1.13,12.6,59.46
2022-12-12,Nashik,Soybean,1907.8,0.78,19.86,60.25
2022-12-12,Nashik,Rice,1869.48,2.84,17.68,62.26
2022-12-12,Pune,Cotton,2325.73,0.68,15.92,66.32
2022-12-12,Aurangabad,Wheat,1369.46,0.72,15.68,57.35
2022-12-12,Nashik,Cotton,1335.12,1.82,16.87,62.25
2022-12-13,Aurangabad,Rice,1849.77,1.28,15.55,63.63
2022-12-13,Aurangabad,Wheat,1465.36,4.07,14.39,58.82
2022-12-13,Kolhapur,Soybean,1615.17,4.33,16.99,64.29
2022-12-13,Nagpur,Soybean,2053.89,0.34,15.22,66.91
2022-12-13,Nagpur,Maize,2303.67,1.57,11.89,54.44
2022-12-13,Nagpur,Rice,1693.95,0.66,19.01,54.59
2022-12-13,Nashik,Soybean,1803.38,0.48,17.79,59.29
2022-12-13,Nashik,Cotton,1366.57,0.95,17.17,59.21
2022-12-13,Kolhapur,Rice,1735.78,1.44,18.35,55.67
2022-12-13,Pune,Rice,1619.32,1.63,14.38,69.5
2022-12-13,Kolhapur,Wheat,2144.93,0.61,18.02,58.36
2022-12-13,Kolhapur,Maize,2324.51,0.14,17.37,61.13
2022-12-13,Nashik,Rice,1709.95,0.97,18.94,55.93
2022-12-13,Aurangabad,Cotton,1583.17,2.14,16.96,67.68
2022-12-13,Pune,Soybean,1486.81,0.32,19.91,70.73
2022-12-13,Nashik,Wheat,2021.29,1.23,14.5,
2022-12-13,Nagpur,Wheat,1362.26,0.16,19.28,58.35
2022-12-13,Pune,Wheat,1295.86,2.37,,60.1
2022-12-13,Aurangabad,Soybean,1681.2,1.28,19.02,65.72
2022-12-13,Aurangabad,Maize,1390.31,1.42,17.17,57.59
2022-12-13,Nagpur,Cotton,1812.8,0.06,18.37,60.76
2022-12-13,Nashik,Maize,1563.56,0.61,18.78,65.55
2022-12-13,Kolhapur,Cotton,1664.61,0.41,23.43,59.1
2022-12-13,Pune,Maize,1577.44,2.41,16.69,57.86
2022-12-13,Pune,Cotton,2532.9,0.44,16.44,43.81
2022-12-14,Nagpur,Wheat,1176.99,1.16,18.48,58.1
2022-12-14,Aurangabad,Soybean,1570.99,0.55,16.79,58.76
2022-12-14,Pune,Cotton,2407.73,1.68,12.61,60.58
2022-12-14,Kolhapur,Maize,2457.32,2.01,16.55,54.69
2022-12-14,Pune,Rice,1616.9,0.17,17.47,54.23
2022-12-14,Nashik,Cotton,1431.66,1.15,12.03,61.3
2022-12-14,Pune,Maize,1722.9,0.4,15.19,58.7
2022-12-14,Nashik,Rice,,1.29,17.5,56.25
2022-12-14,Aurangabad,Cotton,1370.63,0.62,14.74,
2022-12-14,Pune,Soybean,1272.86,1.2,21.11,60.26
2022-12-14,Aurangabad,Rice,1928.85,0.33,18.07,58.34
2022-12-14,Nashik,Wheat,2051.84,2.64,18.9,68.22
2022-12-14,Aurangabad,Maize,1480.58,0.06,17.65,55.31
2022-12-14,Kolhapur,Wheat,2288.23,0.03,16.89,69.44
2022-12-14,Kolhapur,Rice,1658.86,3.49,15.75,66.19
2022-12-14,Kolhapur,Soybean,1470.67,0.95,17.58,61.08
2022-12-14,Aurangabad,Wheat,1503.13,1.48,20.19,62.68
2022-12-14,Nagpur,Rice,1781.42,0.02,15.05,62.53
2022-12-14,Nagpur,Soybean,2184.77,0.53,18.89,59.09
2022-12-14,Nashik,Maize,1522.95,2.75,,60.7
2022-12-14,Nagpur,Maize,2176.6,,14.98,52.89
2022-12-14,Nashik,Soybean,1726.19,0.52,16.18,54.05
2022-12-14,Pune,Wheat,1243.4,0.15,14.23,56.88
2022-12-14,Nagpur,Cotton,1685.75,1.05,14.94,56.05
2022-12-14,Kolhapur,Cotton,1788.21,0.72,17.9,74.45
2022-12-15,Nashik,Rice,1759.57,0.33,18.49,59.01
2022-12-15,Aurangabad,Cotton,1537.87,0.17,15.84,58.42
2022-12-15,Nagpur,Cotton,1914.3,2.5,19.38,69.18
2022-12-15,Kolhapur,Cotton,1676.71,3.87,15.46,58.57
2022-12-15,Nashik,Maize,1589.73,1.31,16.36,64.98
2022-12-15,Kolhapur,Soybean,1643.51,1.28,22.88,48.09
2022-12-15,Nagpur,Soybean,2200.97,1.8,18.38,54.0
2022-12-15,Pune,Soybean,1362.24,0.17,19.01,62.81
2022-12-15,Pune,Maize,,0.69,15.95,53.86
2022-12-15,Aurangabad,Rice,1882.6,0.3,18.87,61.31
2022-12-15,Nashik,Wheat,2093.37,0.41,17.29,54.26
